review,sentiment
la coda dello scorpione a k a case of the scorpion s tail was director sergio martino s follow up to the wonderful giallo strano vizio della signora wardh this is the quintessential giallo featuring all the aspects fans of the genre have come to know and love twisty plot beautiful girls black gloves sharp blades and a bit of gore all come together to make one heck of a piece of italian exploitation a group of gialli favorites both in front of and behind the camera work to make this one of the best non argento gialli around there s the aforementioned martino adding his touches as director giallo great ernesto gastaldi as the writer bruno nicolai creating the music and a host of giallo stars and starlets such as george hilton character actor luigi pistilli and the fetching anita strindberg with all this talent behind it does scorpione deliver you bet the film works on many different levels it s a thrilling murder mystery a tense and violent horror film and a suspenseful thriller all in all one of the best gialli around martino definitely knows what fans want when it comes to gialli at some points in the film he almost seems to be channeling argento in his approach for example there is a direct rip off of the scene in bird with the crystal plumage where the killer tries to break through the door that actually outdoes argento s flick are there any problems with the flick hmmm only minor ones first any scenes that aren t following the murders or the budding romance between the two leads begin to bore but just before you fall asleep the killer will pop out of nowhere and you ll be right back in the swing of things also towards the end the twists get a little too bizarre i mean what purpose did the scorpion pins really serve if you don t play close attention to the dialogue you could easily become lost with the twisting weaving storyline but these minor quibbles aside la coda dello scorpione is a tense suspenseful classy and all around entertaining film for giallo fans seek it out,1
the best movie about friendship especially between an aids infected person and a normal person this is a great movie for everyone to see even though there is strong language used i have seen it times,1
anyone who has watched comedy central around midnight in the past few years has probably seen ads for this movie i first saw ads for this movie back in it looked like it could be funny but i wasn t about to call up the number on the television screen and order it without seeing the movie first i figured i would wait until the movie was available to rent at blockbuster about a year and a half later i was at tower records and in the dvds for less than pile there was a copy of this movie seeing that the dvd was only i decided to buy it i got home put the disc in the dvd player and waited for the laughs to start and i waited some more the laughs never came i d have to agree with almost every other comment on this page when i say that this movie was horrible sick desperately tasteless and poorly written and directed the underground comedy movie is an atrocious piece of garbage and is in my opinion the worst movie of all time no stars,0
hollywood has churned out yet another garbage that s wildly overhyped and underwhelming on a first time viewing basis hannibal is bad terrible inept lame droll idiotic contrived laughable and utterly atrocious no pun intended minor spoilers follow this movie has huge logic holes more than any bruckheimer bay movie or for that matter any movie that exemplify the indulgence of hollywood exaggeration it s a slick hollywood production designed to cash in on hannibal lector mania directed by so somber he takes this way too seriously hack director ridley scott and produced by a hack italian producer with an inflated ego whose credo is doesn t matter whether film is s t money is good i can t get over the fact that acclaimed screenwriters david mamet and steven zaillian wrote this tripe adapted from a lame and pretentious book by a good novelist turned hack author thomas harris david and steven well known and immensely talented screenwriters wasted their effort on a poor screenplay in exchange for fat paychecks another factor in the disappointment of this film there are too many ludicrous scenes to list that are laughable in clunky execution and poor logic e g starling pazzi cell phone in the midst of lecter pursuit that turns up inspector pazzi as the victim not to mention laughably bad dialogues delivered by tony hopkins with a smirk and julianne moore ray liotta and others who cannot act with the straight face hopkins gives the true meaning of scenery chewing along with hammy acting by gary oldman as a deformed psychopath bent on exacting revenge against lecter the gore effect is good but only serves to repulse rather than provide suspense which is notably absent from hannibal the predecessor silence of the lambs is more believable with tension and suspense suspense is what made silence of the lamb work as a spectacular mix of psychological horror and thriller not to mention superbly written and tensely directed the brain dinner sequence is so laughably fake it borders on self parody the ending is kinda blatant and idiotic are we supposed to believe that lecter is still a menace to society with the last shot establishing his glittering eye glaring at you ooh scary,0
ulises is a literature teacher that arrives to a coastal town there he will fell in love to martina the most beautiful girl in town they will start a torrid romance which will end in the tragic death of ulises at the sea some years later martina has married to sierra the richest man in town and lives a quiet happy live surrounded by money one day the apparition of ulises will make her passion to rise up and act without thinking the consequences the plot is quite absurd and none of the actors plays a decent part in addition three quarters of the film are sexual acts which still being well filmed are quite tiring as we want to see more development of the story it is just a bad bigas luna s film with lots of sex no argument and stupid characters everywhere,0
peter o toole is a treat to watch in roles where the lines he speaks are good and offer a chance for him to swagger in drunken stupor the lovely susannah york provides a good foil for o toole s dramatic presence the film alludes to incest without a single explicit scene but it is able to entertain the viewer in its raucous social commentary though this is not major film by any reckoning it will be remembered for its entertaining performances even york signing the papers at the end is a treat to watch exuding tragedy silently the possible weakness here is thompson s laid back direction but the film floats because of the actors and the script i saw the film twice over a period of years on both occasions with the name brotherly love country dance is a rather farcical and inappropriate title for this movie wherever it was released as such,1
another son of sam is definitely not an oscar winner technically it s horrible the acting is not too good either but there is something about it that makes you want to watch more sort of like a car wreck the ridiculous close ups of the killers eyes are more funny than anything if you are looking for a scare this ain t the flick for you it s very obscure and nearly impossible to find i m sure there s a reason for that for a while it was titled hostage it don t matter what you call it it s still a poor choice for entertainment it might be good for a mst party or something can you believe they would use such a title as another son of sam if that don t have exploitation written all over it i ll eat my hat i remember when this was shot in belmont nc a lot of local personalities were used as talent,0
with anatomy the german film producers have tried to make something totally new usually there just drama or comedy movies in the horror genre is or was totally new at that time the story s also new and shocking franka potente plays her role brilliant and i bet you won t find out who s the murderer it s possible but difficult a really great movie with a lot of talented actors,1
i saw this movie and at times i was unnerved believing this movie saw me munchie sullies the farce for years to come re watch star wars don t watch munchie as a responsible parent i m speaking to those who are parents now i you would not let my your child ever partake of this video festival of the pseudo occult to insinuate munchie is satanic to a co viewer is likely to illicit a chilled duh he is fiendish alien rodential and wholly malevolent like the bogey man made flesh invisible to adults tempting children with lifestyles they could never afford without the income made possible by years of self denial and prudent stewardship he is a peddler of easy answers and false ideals he is everything the morally conscious viewer is not he is the devil s own ron popeil i pray i mean this literally and figuratively with an emphasis on the former that this movie has not made the format jump to dvd it is my hope that this type of yellow film making died an un mourned death in the cold nights of munchie also loves pizza i forgot to mention that it comes up a lot,0
this film was a new direction for natalie portman a much more adult role though she comes to it from the traces of a child in the movie itself ann portman and susan sarandon who plays her newly divorced mother adele travel from a small town in the middle of nowhere to beverly hills there these tortured souls try to come to terms with their new life and their new relationship as portman s character grows up unknowingly at first to adele she grows up and becomes a better mother for it ann sees her mother telling her she wants to be an actress or so she thinks adele uses that crutch every time there are problems in their lives we see their struggle as mother and daughter come to terms between themselves and with being alone having left their old lives behind the acting is top notch from both of them they seemingly become mother and daughter before your eyes you can almost feel there is a bond there beyond the actual movie though this movie really doesn t take us to any new ground in these types of films the fact that the acting is well done and the story isn t too flawed let s me recommend it i will say however it will probably go away soon i don t believe it can have the staying power needed for a huge christmas season of movies starting in a week or so see it now before this happens if you like either of these actresses,1
the bermuda triangle we are told in this waste of celluloid is the portal to another time and dimension and can be crossed using cheap special effects by bad actors spouting inane dialogue i simply was unable to decide who the makers of this excresence thought would be its target audience as it seems impossible anybody could derive even a modicum of pleasure from the outcome avoid its not even bad enough to be good,0
i saw this film earlier today and i was amazed at how accurate the dialog is for the main characters it didn t feel like a film it felt more like a documentary the part i liked best the leading ladies in this film seemed as real to me as any fifteen year old girls i know all in all a very enjoyable film for those who enjoy independent films,1
after all these years of peter o tool s brilliant costly giving of his soul film after film at last hollywood tosses him an oscar recently country dance showed up one night late and of course blew me out of my complainant niche in my alleged life how does he do it york again also is brilliant in this kind of play both psychological battleships loaded for bear bravo to author director cast and camera crew no wonder the nazi s lost to these irish scot english blends brutal honesty hurts back in the s when i personally believed honesty was pure and absolutely vital to trust i have modified my edgy extremes and will settle for more human warm flaws within myself and others forgiveness allows humanity to have a reverse gear and allows us to fix our own bull headed egos and erotic mistakes,1
there were so many reasons why this movie could have been great i ll give you three sienna guillory she is extremely hot in this movie and was the reason i chose to watch it in the first place tim curry amazing bad guy and i always get excited seeing him in movies even home alone jason donovan for all you aussies and poms out there this is a rare treat former neighbours star s heart throb dressed in drag selling drugs however none of these things nor the fact that the movie is about the drug rave culture managed to make this movie even remotely interesting the script was dull the performances ordinary and despite the scenes with j d and any scene with sienna i found everything about this movie pretty passe out of,0
i am normally not compelled to write a review for a film but the only commentary for this film thus far on is rather unfair so i feel it necessary to share my point of view krisana or as it was titled at the theater i saw it fallen follows matiss a lonely latvian archivist as he tries to learn about a woman whom he didn t try to stop from jumping off a bridge as well as her reasons for doing so that s the plot in a nutshell but this film is not concerned with story as much it is in depicting the guilt of a man who failed to act as a detective who investigates the incident tells him we usually don t bother to care about the anonymous faces we pass every day until after they die comparisons to michaelango antonioni and his blowup will most likely abound in any review you read about krisana the influence of antonioni s philosophical and austere style and the story of blowup are clear and in fact writer director fred kelemen makes an obvious reference to that film in scenes in which matiss attempts to come to know the woman who jumped off the bridge or at least who he thinks did the only other person to share his or her views on the film detracts the college film class look and sound of the film he or she neglects to consider the budgetary constraints that an existentialist latvian film most likely faces but the atmospheric black and white cinematography and ambient sound succeeds at an artistic level to depict the solitude of matiss the background sound of wind and street noises lend an ominous aura and reminds one of a fellini film whether or not that was kelemen s intention the filmmakers undoubtedly had little money but this constraint is used to the film s advantage krisana succeeds as a character study with enough humor thrown in to keep it from being too self serious it could have easily fell into the trappings of a mystery story but it avoids that and becomes an intelligent film about loneliness and guilt if you are more concerned with plot this film and its ending may frustrate you otherwise take the time to be engaged by it it is well worth seeking out,1
after minutes mostly fast forwarding deleted it off my recorder the first critters movie was self consciously fun the conversation between the critters just before granny blows them away off the porch for example this film just limps along waiting for someone to shoot it and put it out of your misery i can t imagine anyone who worked on this turkey being proud of it one was fun four just was awful don t bother even if the alternative is watching reruns of a tbs club fund raiser you ll at least get some good laughs there and the alien makeup is more believable grin,0
this is without question one of the worst movies i have ever seen however it is also one of the most unintentionally hilarious i like to compare it to plan in that it can be so bad so awful so dumb and such a waste of time that i find myself laughing out loud one of my biggest problems with it is that it s a complete ripoff of robin hood and let be honest and say that i love robin hood with errol flynn and robin hood men in tights but let s face it from the forbidden love between peck who is definitely slumming it although in all fairness this was still a good few years before the masterpiece to kill a mockingbird and the female character who is so forgettable apparently that i have forgotten her name to the final scene where the good guys dress up as monks to fool the bad guys screams robin hood all over it however i don t think the film isn t worth seeing on the contrary i think that this is one of the funniest movies i ve seen in years even if it was unintentional,0
i happened to spot this flick on the shelf under new releases and found the idea of a hip hop zombie flick far too interesting to pass up that s how it was billed on the box anyhow and i thought to myself what a great idea plus there s a welcome to oakland sign on the cover too how could i resist unfortunately the hip hop part only lasted for as long as the opening theme neither hip hop music nor hip hop culture had much of a role in the movie having lived in oakland myself i know that there are many aspiring hip hop artists there so the low budget of this flick was no excuse not to have a fitting soundtrack any number of struggling artists would have jumped on the opportunity to contribute to this flick why the quiroz brothers didn t take advantage of this is beyond me once the film got rolling it was a completely typical zombie movie with a cast that just so happened to be completely black and latino you might think that this would put an unusual slant on the movie but it didn t somehow the quiroz brothers vision of urban culture boils down to drive by shootings and dropping an f bomb in every line in the movie the rapid fire use of the word fuck is probably this movie s most distinguishing characteristics there were single lines that contained the word three or four times and no line didn t contain it at least once i m not at all squeamish about swearing in a movie but the feeling here was that it was the result of a lack of ideas on the part of the writers also the quiroz brothers and the script was generally very poor the film was generally a disappointment it would have been interesting to see a genuinely urban culture zombie flick but hood of the living dead doesn t deliver on that count the characters in the movie could just as easily have been white or eskimo or anything else there was no distinct flavor to the movie it s just another run of the mill low budget flick with bad acting lousy writing amateurish direction bland cinematography a cheap soundtrack and nothing at all to recommend it,0
i supposed scarecrow gone wild is a dull slasher flick yes it have some good point but it s a rehash from another flick the acts is so awful nor the plot the story goes from a legend about a living scarecrow on the cornfield when an initiation become a prank and cause the life a boy in jeopardy the scarecrow comes alive and start a killing frenzy sound familiar right it s derived from scream friday the th jeepeer creepers children of the corn you name it scarecrow gone wild is so below average film barely have a scary moment even the final scene is laughable sadly we still could enjoy it as our time killer but i prefer you to watch something else instead unless you re a big fan bad and cheesy movies off course,0
my father dr gordon warner ret major us marine corps was in guadalcanal and lost his leg to the japanese and also received the navy cross i was pleasantly surprised to learn that my father was the technical adviser of this film and i am hoping that he had an impact on the film in making it resemble how it really was back then as i read in various comments written by the viewers of this film that it seemed like real life my father is a fanatic of facts and figures and always wanted things to be seen as they were so i would like to believe he had something to do with that he currently lives in okinawa japan married to my mother for over years ironically she s japanese and a few years ago was awarded one of the highest commendations from the emperor of japan for his contribution and activities of bringing back kendo and iaido to japan since mcarthur banned them after wwii my father was once a marine but i know that once you are a marine you re always a marine and that is exactly what he is and i love and respect him very much i would love to be able to watch this film if anyone will have a copy of it and i d love to give it to my father for his th birthday this year,1
a bunch of medical student yuppies get together in their spare time to hook each other to the electrical cables and die then they stand around counting the time before brain death and then start cpr and heart massage and bring each other back to life the fact that julia roberts was in this movie should say it all flatliners is like group ghost everyone wants to see their dead relatives and visit their old dead buddies so what better way to do it than have a bunch of medical students kill you for five minutes and then bring you back to life the rest of the movie has the predictable relationship issues plus the predictable gee maybe if we keep killing each other one of these days one of us will stay dead d oh this movie should have been called brain dead the fact that the characters were depicted as being medical students made me wonder if they had gone to a foreign correspondence school to get their degrees the only thing that kept this film from being a total laugh was that they did not just stick their fingers into electrical outlets in order to die this film would have been a great three stooges comedy movie,0
i m serious as well i mean don t get me wrong if you haven t got a bent for this type of z grade creaky creature feature why would you be watching is my first thought then it s a rating of about to out of tops but to me it s a special kind of nonsense that takes me back to a nice time in my childhood you know the kind the memories that never leave you eagerly taking it all in with youthful wonderment as doug mcclure and peter cushing tunnel beneath the mantle to do battle with a host of creatures and sub human species and guys now we are all grown up we can admire most seriously at the wonder of caroline munro and her heaving cleavage no wonder my older brother was keen to take me to the cinema to see this one yes the effects are bad men in suits strings pinging parrot monsters around and exploding rubber frog like thingies amuse us greatly and yes cushing and a surprisingly pudgy mcclure act as if they have truly been mesmerised by the evil meyhas at the core of our film but it matters not zany and clunky and awash in glorious colour at the earth s core is a throwback to a special pre ilm time when kids like me queued around the block to see such joyous nonsense,1
all ambiguity about michael myers has withered away thanks to this series chronic habit of arseholing about with its continuity and pulling relatives out of nowhere this entry introduces the potty angle that he s not just a psycho killer but is actually controlled by runes which appear as a star constellation every halloween and a cult is using him to erm well this film is far from coherent and i lost track of the plot after a while the movie hemorrhages credibility so profusely it doesn t have a drop left by the end why does michael put one victim s clothes in a washing machine why does an otherwise empty corridor have a deadly spike sticking out of the wall does getting electrocuted really make your head explode and so on it s left to donald pleasence in his penultimate film role to produce some wonderful little moments from the pile of dreadful dialogue he s given,0
when i first viewed this movie i didn t know the title of it i realized it had chevy chase in it with the same name he had in caddyshack so i had an idea this was caddyshack at the end of the movie when i did find out it was caddyshack i was disappointed they could have done better dan akroyd i thought was bad the whole story was bad call this movie by another title but don t call it caddyshack you give that great movie a bad name jackie mason s daughter when i first saw her looked like his wife how old is this girl geez how about making this movie a little believable i thought chevy chase was good,0
it s just that chucky was good chucky was better chucky sucked now the th in the series which is in my opinion the best out of the series jennifer tilly was just great in this movie for dolls they were better than a few actors that come to mind freddie prince jr for one and funnier than many comedies i ve seen in the past the plot wasn t great but i really didn t care about it just to see chucky and tiffany bicker and fight each other and the ending leaves it wide open for a th sequel which i hear is in the works idle hands premiers next week and looks to be another horror comedy but i doubt it ll top this one,1
whatever committee of pc enforcers is responsible for this movie has achieved something that i never thought possible to take some truly gifted actors davis hardin and taylor and make you want to insure you never encounter them in an enclosed space ever the sentiments that underlie the screenplay are so jejeune and idiotic that it is impossible to understand or imagine what audience would find this picture appealing much less funny architecture students perhaps only one scene is visually clever marcia gay hardin sashaying all wriggles and rhythm into a bar manages to exude more style and energy in ten seconds than the whole of the rest of the film added up and multiplied to the tenth power as for the other members of the cast they probably won t want to put this one on their resumes,0
sorry i couldn t disagree more with the last comments frankly i thought this was worse than carry on columbus enough said last film for the usually brilliant charles hartrey who looked out of place as the humour had move on to the highly witty level of on the buses films of which were being made at the same time were frankly funnier barbara windsor was embarrassing a character like one of your mums flirty friends who still thinks she s eighteen on holiday with some non entity of a scotsman rab c nesbit he ain t the series miraculously trundled on with duffers like carry on behind and carry on england carry on dick wasn t bad but really with this film the end of the series was nigh a pity because up to this film i cant think of bad film before this,0
this movie is poorly conceived poorly acted and poorly written jon heder is terribly annoying and cannot escape the same napolean dynamite routine self obsessed and ignorant furthermore diane keaton plays the same manish overly obsessed mother who cares too much and yet not nearly enough about the lives of her children see because i said so anna faris though i generally like her plays a vapid idiot in this film as well jeff daniels is passable but nothing special please skip this film if you want to keep your soul,0
the inspiration for this film was the fact that american gangsters are well dresses but the aussies well when you might kill a guy as soon as look at the blighter then you can dress as badly as you want and people won t criticize you jimmy is fighter an illegal boxer sometimes bouncer and is offered work by pando the local gangster boss in the cross that is australia s notorious kings cross district not the cross of london fame as many a british backpacker finds out the hard way due to feelings of love he stuffs up a job loses a lot of money and has to get it to pando before pando and his heavies can kill him lots of dark humour interesting action revelations about the australia s underside and human nature it is very centred in the australian nature and explores the nature of australian criminals versus the american and british ones one problem is that each of the elements of the story don t have enough substance and depth but it is a painting with broad strokes that covers a lot of area not covered previously so as an overall package it is worthwhile team it up with chopper and dirty deeds for your aussie crime fest or lock stock and two smoking barrels and miller s crossing for an international falling short of the criminal gangs fest by the way bryan brown is a great actor who has just done a huge number of really bad movies here is one of his great movies,1
this excellent musical movie in beautiful technicolor is so wonderful it s enough to make every person of irish descent feel proud full of the joy and celebration of all things irish a fine cast with brilliant settings and superb theatrical trappings lovely irish music and the superlative irish tenor voice of star dennis morgan tis the luck o the irish to have such a marvelous movie to enjoy over and over again not just just for st patty s day mind you but for all year round one of the jewels produced by jack l warner during his heyday as studio boss in burbank in the s shame on warner brothers for not having this fine picture available on home video and dvd,1
i think this movie had really bad production value the lack of acting makes me think they should mark it as an early docudrama it may have had no money available for its making i feel bad that it was a ruff ride into the major league for jackie robinson i believe he was much better than many of the white players of his day he had to be really great to break the color barrier of the time no getting around that this was a really bad movie wish there was more info about its makers they may have been limited by the quality of actors that were willing to take on the project maybe no money to get good people,0
i find it very intriguing that lee radziwill jackie kennedy s sister and the cousin of these women would encourage the maysles to make big edie and little edie the subject of a film they certainly could be considered the skeletons in the family closet the extra features on the dvd include several contemporary fashion designers crediting some of their ideas to these oddball women i d say that anyone interested in fashion would find the discussion by these designers fascinating i e are they nuts or am i missing something this movie is hard to come by netflix does not have it facets does though,1
kate beckinsale is excellent as the manipulative and yet irresistibly charming emma in this tv adaptation of jane austen s novel when i read that novel i was sometimes quite doubtful whether the protagonist really deserved to be considered the heroine of the story for honestly she is so terribly self righteous and scheming that one is tempted to dislike her seriously kate beckinsale s interpretation however saves emma from herself so to speak she is portrayed with all the innocence and generosity of her character in full view and one can t help but give in and like not to say love her in spite of her less amiable qualities kate beckinsale is the main but not the only reason why this tv series is so delightful raymond coulthard is perfect as mr frank churchill expressing this character s personal magnetism to the full which is all the more conspicuous because of this role being not very well handled by ewan mcgregor in the screen adaptation of emma and mark strong samantha morton bernard hepton and olivia williams are all as they should be in their respective roles this production is in short a great achievement and one to view many times with increasing pleasure,1
the devil in the dark is william shatner s favorite episode it is also one of my favorite episodes the program is pure star trek because it deals with one of the series main themes the respect for other life forms i do not think one could get a clearer example of one of the show s most interesting ideas in this episode kirk and his crew have to confront a monster that is killing miners on a distant planet the story is an excuse to explore the right that humans have to destroy creatures that are a vital part of the environment today s concerns with environmental causes make the show more relevant now than ever before it is extremely well written and performed with gusto by our beloved cast one memorable sequence involves spock joining with the mind of the monster plenty of tension between spock and kirk they want to solve the problem using different methods adds to the fun shatner and leonard nimoy do some of their best work here,1
episode no thirteen of the fanciful excuse the incredibly gay terminology supernatural tv series relocates sam and dean winchester to missouri where they have been called upon by an old flame of dean s to investigate a string of mysterious murders occurring in their small town as it turns out a large pick up truck with an unseen driver is running down african americans on a desolate stretch of road while dean attempts to rekindle his past love affair more towns people turn up as roadkill the cause appears to be due to a past racial incident back in the s causing a frustrated redneck spirit to remain in ghostly limbo seeking to kill black motorists route is another good installment which isn t uncommon i ve noticed which contains a few notable aspects pertaining to the pair of main characters such as dean getting laid and sam s admitted regret for having left college the killer truck does t come across as the most terrifying thing in the world though for an hour long show it does it s job well not a hands down fantastic episode but a solid concept with more horror movie references,1
had the fun pleasure of viewing a new independent film called half empty i usually go out to the local cinema with my husband and feel as if we are held captive to the latest sequel or prequel that hollywood throws at us this was different and surprisingly so much more entertaining than anything hollywood spends millions advertising when my husband and i go the movies we go to be entertained and half empty did just that and the film did so in a smart manner that made me feel as if my trip to the movie theater was worth it it is a funny human and surprising sometimes musical story that cleverly entertains in its simplicity i especially enjoyed the scene with the men singing in harmony in the bathroom it is almost like an operetta that particular scene reminded me of a scene in phantom of the opera when of the performers did not just i e they sang against one another in a friendly retort i am not a film maven but this film was more enjoyable than any other major studio film i have seen lately it is silly funny entertaining and amusing completely enjoyable which is what i expect from movies but rarely do they deliver like half empty,1
i took my year old twins to see this movie today and i would not recommend it for children their age this movie had many fighting scenes throughout it which i found too violent and my children found scary the subject matter was way over my kids heads and the death scene was too scary for a cartoon geared towards children i was disappointed because we were all looking forward to seeing this but it just did not cut it if you have children under years old i would not recommend this movie also the utter thing made me crazy during the entire movie,0
once a wise man from india once said first they will laugh at us then they will hate us then they will fear us know that yes this film s budget was a bit off but even then with its story still takes our interest many yrs later regardless of how it may have looked but know soon in due time masten thrust will arise to the big screen once again then he and the new redesigned t rex will more then shock you it will scare many for centuries to come this film is in current pre production and will be nothing like anything you have ever seen before this will be beyond thx format right into dx format be afraid be very afraid,1
this is a film which had eluded me thus far but now that i ve watched it emerges as one of the major entries in the noir style as usual with the divx format the viewing was far from ideal marred by the occasional video and mostly audio glitches but given that the film is still unavailable on r dvd this will have to do for the moment since the film s reputation is quite high within the genre itself i assume that the reason behind this oversight is because it does not have a well known actor in the lead anyway the belated entrance of the film s nominal star franchot tone packs quite a wallop especially as he is shown to be the villain from the first tone was a underrated actor he was rarely given meaty roles and this may well be his best making his paranoiac both fascinating and believably dangerous the female lead ella raines who would later feature in brute force as well as siodmak s own the suspect and the strange affair of uncle harry is quite lovely and capably takes on the role of the distraught secretary out to prove her convicted boss alan baxter innocent of his wife s brutal murder other key supporting parts are essayed by thomas gomez as the initially bullying but ultimately sympathetic police investigator and elisha cook jr the genre s quintessential fall guy as an ill fated ladies man of a percussionist like brute force s jules dassin siodmak was on a noir roll at this point in his career and this film definitely benefits from his superb direction all tilted angles and terrific set pieces including the justly celebrated jazz sequence in which cook manically beats on his drums in a sexual frenzy brought on by the sluttishly attired raines who is putting on an act to get his attention and eventually drive him to confess that he withheld evidence at the inquest which could spring her resigned lover from jail another great lengthy sequence is the one in which raines follows a bartender another uncooperative witness around the streets of new york which results in his being mowed down by a car notable too is the trial sequence which is entirely depicted through the audience s reaction so that judge jury witnesses and d a are never actually seen although the judge s voice is recognizably that of veteran character actor samuel s hinds the centerpiece of the film is the scene in which gomez and tone discuss the nature of the criminal involved with the inspector s put down of the latter as mentally insane giving the initially smug tone dizzy spells the suspenseful climax finds raines alone with tone in his apartment where she discovers evidence of his guilt and he confesses to having had an affair with baxter s wife but killed her when she wouldn t desert her husband for him by the way i hit upon a little goof in the film while the story is clearly set in i noticed that during the taxi cab ride towards the beginning of the film in which alan curtis escorts the titular lady to the theater the establishing shot of new york comprising clearly of stock footage features a marquee promoting laurel and hardy s musical comedy swiss miss incidentally famed mystery writer cornell woolrich wrote the original novel on which this was based using a pseudonym,1
like many situation comedies the war at home is getting better with each episode the characters are starting to become real and i believe them as a family i agree with many that the first few episodes were not that funny i thought the show would be canceled for sure but with the absences of malcolm in the middle and arrested development war provides much needed live action comedy for fox on sunday nights and when compared with the rest of the sitcoms airing right now war is an even better choice its appeal at least for me lies in its real situations teenagers have sex not every parent likes how their kids are turning out parents fight and call each other names but rather than relying on being mean like many shows everything is nice in the end which is the number one rule of a good sitcom one detraction from the show is the narration during in between scenes the arrested development family guy style of flashbacks work well enough but the narration can be too much so anyone who needs something to watch on sunday nights should check out the war at home especially considering what is on the other major networks at that time,1
horrible acting horrible cast and cheap props would ve been a lot better if was set as an action parody style movie what a waste starting from the name of the movie the enemy naming it action movie would ve made it better contributing to the parody effect the cop looking like a year old player the blond girl just having the same blank boring look on her face at all times towards the end of the movie him and her are working together to take down the bad guys and every time they exchange words it just feels like the cheap lines given before a sex scene in a porn movie horrible don t waste your time,0
this movie is almost unknown but it is very good in a lonely danish town two old sisters live remembering a far youths when due to a strict puritan education they had to reject happiness lonely then the live in a dignified austerity until babette who flies from paris frightened by the horror of the war arrives in few time she will be able to turn the goodness and love she received when she arrived a good lottery prize lets her organize a great banquet following the best rules of french gastronomy all neighbourhoods are invited all fanatically puritans they accept but they pact to not show any trace of pleasure or enjoyment as it would be a sin however the seductive force of the delicious meal they eat that they become seduced by the sensuality of french gastronomy the banquet end in a very felt though quietly happiness the love between humans has awaken the miracle of rise the human kindness due to the pleasure of the sense has begun the movie is surprisingly good but it is not for all tastes during most of the movie nothing happens all is so quiet and so peaceful that during many minutes you can only see the life of the inhabitants of the town but as the movie develops it becomes more precious when babette wins the lottery prize after min movie the show begins the author is able with a perfect directing to show us how babette prepares the banquet how she mixes all the ingredients with the most wonderful one love all told in a quiet delicious way with a perfect knowledge of photography and acting then as the banquet goes by the quality in showing us how the mood of all eaters changes due to the meal only with first shots with impressively filmed scenes one after another is simply astonishing in addition the tact with the colours and the photography is also superb almost every scene of the movie is like a picture so work is involved there if you are able to admire good cinema and are able to realize that sometimes the way on telling you something rather than what is told is more important this is your movie if you happen to like good meals and just love the good gastronomy probably you ll feel amused as most feelings of the movie will be familiar to you an oscar totally deserved the only problem is its slowness at setting up the story but i can forgive it i hope everyone too,1
funny yes a freleng classic to watch sylvester turn green is always a treat and it brings us back to the days when cartoon slapstick was brave and geared for the adult mind loved it,1
i was lucky enough to see the horror classics dvd version of this film before it was mysteriously removed from the film dvd and replaced with something else the picture and sound quality of the film on that edition was a nightmare in itself yet that version is still superior to the one with the deluxe dvd treatment the reason was stated in brad fiedel s interview segments on the special edition dvd he had noted what i first found so striking about this film this being the use of music at moments of inactivity in the film but leaving the moments of activity in silence thus giving the horror scenes a stronger feel the problem with this reissue is it carries the extra film score used to fill in these intentional gaps in score fiedel complained of this and made it clear that the filler music was not his the music actually sounded a lot like howard shore s work for videodrome sad for me that i am also a major fan of that film and have to associate the two the film itself managed to add some interesting realistic elements to the genre horror film a group of friends go up on a mountain one of them inherited on the mountain they are confronted with a family with a nightmarish secret the movie moves along at a great pace in fact every time i have seen it i still find myself shocked to see minutes had passed before things started really going wrong for the campers while the horror classics version is filled with many gaps the fact that there is no score accompanying the horror scenes is what makes this film intelligent and even superior to most slasher films i have ever seen the director jeff lieberman had made some unique horror films previous to this one making this one the most mainstream and yet very different to the mainstream at the same time it is a good fun film with surprising acting performances to boot the new spiffed up dvd version is worth a rent the now collectors item horror classics version now oop is worth the hunt,1
